age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,duration
21,M,Hispanic,Less than 25,Low,Male,0,0.0,3,0,0.18885416666666666
22,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,1.9658333333333333
58,M,Caucasian,Greater than 45,Low,Female,2,-23.0,1,0,1.1898958333333334
31,M,African-American,25 - 45,Low,Male,7,0.0,3,1,1.0790856481481481
22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,0.5844560185185185
28,F,African-American,25 - 45,Medium,Male,8,-1.0,6,1,3.4634953703703704
42,F,Other,25 - 45,Low,Male,1,-1.0,1,0,2.0492476851851853
20,F,African-American,Less than 25,Medium,Male,0,0.0,7,1,0.9072685185185185
29,M,Caucasian,25 - 45,Medium,Male,0,0.0,6,1,5.4253125
58,M,African-American,Greater than 45,Medium,Male,21,-1.0,7,1,59.11637731481481
22,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,106.16431712962962
48,M,Hispanic,Greater than 45,Low,Male,1,0.0,1,1,0.9961689814814815
37,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0.14355324074074075
57,F,African-American,Greater than 45,Medium,Male,1,-1.0,5,1,25.783935185185186
27,M,Caucasian,25 - 45,Low,Male,3,-22.0,1,0,-0.008680555555555556
26,F,African-American,25 - 45,Low,Male,3,0.0,4,0,33.05365740740741
24,F,Caucasian,Less than 25,High,Male,3,0.0,8,1,0.2065972222222222
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,1.246388888888889
29,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0.9693402777777778
24,F,African-American,Less than 25,High,Female,3,-1.0,10,1,1.0069212962962963
19,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,32.03043981481481
36,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0.987175925925926
24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,0.22868055555555555
34,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0.05965277777777778
25,F,Hispanic,25 - 45,Medium,Male,2,-1.0,5,1,0.6761342592592593
20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1.0015393518518518
24,M,African-American,Less than 25,Low,Male,1,-1.0,2,1,1.9614351851851852
61,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,0,1.7695833333333333
50,F,African-American,Greater than 45,Low,Female,3,0.0,2,0,-0.16159722222222223
30,M,African-American,25 - 45,Low,Male,1,0.0,1,0,4.470625
38,F,African-American,25 - 45,Low,Male,5,-1.0,3,0,1.2277662037037036
24,M,Caucasian,Less than 25,Low,Male,0,-1.0,1,0,0.6623263888888888
46,F,African-American,Greater than 45,High,Female,2,-1.0,10,1,9.713530092592592
41,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,3.857974537037037
20,F,Other,Less than 25,High,Male,0,-1.0,8,1,22.208518518518517
27,M,African-American,25 - 45,High,Male,13,-1.0,8,1,1.14375
26,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,13.069525462962963
29,F,African-American,25 - 45,Medium,Male,3,0.0,5,1,1.0988657407407407
52,F,Caucasian,Greater than 45,Medium,Male,6,-1.0,5,1,1.8120370370370371
28,F,Caucasian,25 - 45,Low,Male,1,0.0,4,1,4.0079976851851855
55,F,African-American,Greater than 45,Low,Male,5,-1.0,3,1,118.99046296296297
26,F,African-American,25 - 45,High,Male,10,-1.0,9,1,0.7226736111111111
28,F,African-American,25 - 45,High,Male,5,-1.0,10,0,1.1680671296296297
63,F,Caucasian,Greater than 45,Low,Male,2,-3.0,1,0,3.0746064814814815
42,F,African-American,25 - 45,Low,Male,0,0.0,1,0,1.0700925925925926
23,F,African-American,Less than 25,Medium,Male,6,-1.0,6,1,0.8699421296296296
54,F,African-American,Greater than 45,High,Male,28,-1.0,9,1,5.767013888888889
35,F,African-American,25 - 45,Medium,Male,8,-1.0,7,1,10.216053240740742
24,F,African-American,Less than 25,High,Female,6,-1.0,9,1,26.07792824074074
54,M,African-American,Greater than 45,Low,Male,2,-26.0,1,0,0.8211111111111111
58,M,African-American,Greater than 45,Medium,Male,12,-1.0,6,1,3.996840277777778
23,M,Caucasian,Less than 25,Medium,Male,1,0.0,5,1,0.26782407407407405
35,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0.9864814814814815
20,F,African-American,Less than 25,High,Male,1,0.0,10,1,2.0438194444444444
51,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,35.261631944444446
24,F,Hispanic,Less than 25,High,Male,0,0.0,10,0,1.036898148148148
37,F,Caucasian,25 - 45,Low,Male,3,-14.0,2,0,6.9233217592592595
47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,0.9263773148148148
34,F,Caucasian,25 - 45,Medium,Male,4,-1.0,6,1,1.031076388888889
56,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0.8792129629629629
34,F,Hispanic,25 - 45,Low,Male,4,-1.0,1,1,31.77803240740741
59,F,Caucasian,Greater than 45,Low,Male,1,-2.0,1,1,0.3336689814814815
35,F,Asian,25 - 45,Medium,Male,0,-1.0,6,0,101.0685300925926
58,F,Hispanic,Greater than 45,Low,Male,1,-11.0,1,0,10.0871875
29,M,Hispanic,25 - 45,Low,Male,2,-26.0,4,0,0.9213078703703703
24,F,Caucasian,Less than 25,High,Female,6,0.0,9,1,3.3704976851851853
21,M,Caucasian,Less than 25,High,Male,2,-1.0,9,1,8.59462962962963
50,F,Asian,Greater than 45,Medium,Male,5,0.0,7,1,11.2678125
26,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,1.2172337962962962
30,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,1.0150462962962963
29,M,Caucasian,25 - 45,Low,Male,0,0.0,4,1,1.003263888888889
54,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,1.1364699074074074
29,F,African-American,25 - 45,Low,Male,4,-1.0,4,1,8.221319444444445
59,M,Caucasian,Greater than 45,Low,Female,0,-2.0,1,0,0.9554398148148148
38,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,1.2695949074074073
27,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,1.1199074074074074
26,F,Hispanic,25 - 45,Medium,Male,7,-1.0,5,1,1.0773148148148148
52,F,Hispanic,Greater than 45,Low,Male,20,-1.0,3,0,27.90596064814815
66,F,African-American,Greater than 45,Medium,Male,33,0.0,6,1,13.629895833333334
27,F,Caucasian,25 - 45,Medium,Male,2,0.0,5,0,0.28314814814814815
51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,1.0758217592592592
35,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,74.0157175925926
52,M,Caucasian,Greater than 45,Low,Male,4,-1.0,3,0,0.9581018518518518
48,F,Other,Greater than 45,Medium,Male,12,0.0,5,0,1.1955439814814814
26,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,1.2559375
48,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0.9432175925925926
30,M,Hispanic,25 - 45,Low,Male,7,-1.0,4,0,37.75349537037037
28,M,Other,25 - 45,Low,Male,2,-1.0,1,0,1.9476041666666666
33,M,African-American,25 - 45,Low,Male,2,0.0,3,0,0.4063425925925926
34,F,African-American,25 - 45,Low,Female,6,-1.0,4,0,52.065127314814816
25,M,Other,25 - 45,Low,Male,0,0.0,1,0,-0.06280092592592593
59,F,African-American,Greater than 45,Medium,Male,10,-1.0,7,1,127.12619212962963
29,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,2.191666666666667
24,F,Caucasian,Less than 25,Low,Male,0,0.0,2,0,1.225324074074074
48,F,Caucasian,Greater than 45,Medium,Male,1,-1.0,7,1,129.0157986111111
52,M,African-American,Greater than 45,Medium,Male,4,0.0,5,0,1.0399537037037037
20,F,African-American,Less than 25,Low,Male,0,0.0,4,1,0.31666666666666665
25,F,Caucasian,25 - 45,Low,Male,4,-5.0,4,1,5.373379629629629
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,15.034675925925926
23,M,Caucasian,Less than 25,High,Male,0,-1.0,9,0,1.2247916666666667
27,F,Caucasian,25 - 45,Low,Male,6,-1.0,4,1,1.2780092592592593
25,M,African-American,25 - 45,Low,Male,1,-1.0,3,1,0.8295023148148148
31,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0.0043287037037037035
25,F,African-American,25 - 45,Low,Male,6,-1.0,4,1,4.323379629629629
32,F,Caucasian,25 - 45,Low,Male,1,-7.0,1,1,0.6597800925925926
21,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,-0.41510416666666666
37,F,Other,25 - 45,Low,Male,1,-1.0,1,0,5.04630787037037
25,F,Caucasian,25 - 45,Low,Male,0,0.0,3,0,0.003981481481481482
32,F,Hispanic,25 - 45,High,Male,20,0.0,10,0,0.9167013888888889
35,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,2.0433564814814815
42,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,1.7293171296296297
24,M,Caucasian,Less than 25,High,Male,9,-23.0,10,1,10.089907407407408
21,F,Hispanic,Less than 25,Medium,Male,0,-1.0,6,1,0.9927430555555555
47,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,0,0.2259837962962963
27,F,African-American,25 - 45,High,Male,5,-1.0,9,1,1.2344097222222221
43,M,Hispanic,25 - 45,Low,Male,2,-12.0,1,1,4.207430555555556
46,F,Caucasian,Greater than 45,Medium,Male,2,-1.0,6,1,0.9502199074074074
44,M,African-American,25 - 45,Low,Male,1,0.0,3,0,0.08164351851851852
23,F,Caucasian,Less than 25,Low,Male,2,-1.0,2,0,0.9007175925925925
42,F,African-American,25 - 45,Medium,Male,8,-1.0,5,0,1.7797916666666667
58,F,African-American,Greater than 45,Medium,Male,6,-1.0,6,0,144.0775462962963
26,F,African-American,25 - 45,Medium,Male,3,-1.0,6,1,1.8269328703703704
48,F,Other,Greater than 45,Low,Female,0,-1.0,1,0,17.067118055555557
39,F,African-American,25 - 45,Low,Male,3,-1.0,3,1,3.0107523148148148
21,F,African-American,Less than 25,Medium,Male,3,0.0,5,1,-0.23113425925925926
63,M,Caucasian,Greater than 45,Low,Male,1,-9.0,1,0,5.74494212962963
22,F,African-American,Less than 25,Medium,Male,3,-11.0,7,1,7.921400462962963
50,M,African-American,Greater than 45,Low,Male,3,-1.0,3,0,0.9093055555555556
38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,9.962337962962962
41,F,Caucasian,25 - 45,Medium,Male,1,-6.0,6,0,6.294953703703704
28,F,African-American,25 - 45,High,Male,16,-1.0,8,1,1.1609606481481483
30,M,African-American,25 - 45,Low,Female,0,0.0,3,0,1.2432175925925926
23,F,African-American,Less than 25,Medium,Male,1,0.0,5,0,0.23663194444444444
25,F,Caucasian,25 - 45,Low,Male,2,-13.0,4,1,12.204085648148148
40,F,Caucasian,25 - 45,Low,Male,5,0.0,4,0,0.16900462962962962
24,F,Hispanic,Less than 25,High,Male,8,0.0,8,0,-0.030868055555555555
27,M,African-American,25 - 45,Low,Male,5,0.0,4,1,64.13085648148149
44,M,Caucasian,25 - 45,Low,Male,11,0.0,3,0,180.28386574074074
35,F,African-American,25 - 45,Low,Female,6,-1.0,2,1,1.2539351851851852
42,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0.22371527777777778
38,F,African-American,25 - 45,Medium,Male,15,0.0,7,1,0.2307523148148148
26,F,Hispanic,25 - 45,Medium,Male,4,0.0,6,0,-0.09425925925925926
25,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0.9776041666666667
64,F,Hispanic,Greater than 45,Low,Male,1,-8.0,1,0,7.573518518518519
49,M,Caucasian,Greater than 45,Low,Female,2,0.0,1,1,0.19792824074074075
50,F,Caucasian,Greater than 45,Low,Male,5,-1.0,1,1,1.074988425925926
66,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,0.9938657407407407
46,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,1.0049305555555557
30,F,African-American,25 - 45,Medium,Male,5,-1.0,6,1,1.090173611111111
22,M,Caucasian,Less than 25,Low,Female,0,0.0,3,0,-0.14923611111111112
23,M,Caucasian,Less than 25,Low,Male,1,-1.0,4,0,9.969131944444445
30,M,Other,25 - 45,Medium,Male,0,-1.0,6,1,1.0170717592592593
31,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0.5591087962962963
31,F,Other,25 - 45,Low,Male,1,-1.0,2,0,0.8534953703703704
25,M,African-American,25 - 45,Low,Male,0,-1.0,3,1,0.7087037037037037
21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,7,0,2.1664814814814815
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,1.344872685185185
20,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,1,1.042511574074074
32,F,Hispanic,25 - 45,Low,Male,1,-27.0,1,0,0.014930555555555556
24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,0.8601967592592593
20,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,0.9119560185185185
31,M,African-American,25 - 45,High,Male,3,-20.0,8,1,19.905763888888888
27,M,African-American,25 - 45,Medium,Male,3,-1.0,7,1,6.050821759259259
40,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,1.1177083333333333
22,F,African-American,Less than 25,High,Male,11,0.0,10,1,0.0036574074074074074
38,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0.9122222222222223
36,M,Hispanic,25 - 45,High,Male,1,-8.0,10,1,39.85282407407407
30,M,African-American,25 - 45,Medium,Male,1,0.0,7,0,0.9210995370370371
27,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,34.36263888888889
59,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0.21677083333333333
37,M,Caucasian,25 - 45,Low,Male,2,-2.0,1,0,1.0144097222222221
28,M,African-American,25 - 45,Medium,Male,5,0.0,7,1,1.0886689814814814
38,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0.39042824074074073
22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,0.8555671296296297
25,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,31.995219907407407
51,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0.011145833333333334
29,M,Caucasian,25 - 45,Low,Male,2,29.0,2,1,25.306215277777778
28,F,African-American,25 - 45,Low,Male,10,0.0,3,0,0.1273263888888889
55,M,African-American,Greater than 45,Low,Male,9,0.0,3,1,3.789375
23,F,Caucasian,Less than 25,High,Female,3,-1.0,10,0,5.72744212962963
22,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,7.724189814814815
19,F,Caucasian,Less than 25,High,Female,2,-2.0,10,1,22.274953703703705
31,M,African-American,25 - 45,Low,Male,1,-27.0,1,0,-0.1868287037037037
29,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0.9934606481481482
61,F,African-American,Greater than 45,Medium,Male,15,-1.0,6,1,1.1775694444444444
31,M,Hispanic,25 - 45,Low,Male,0,0.0,2,0,0.12773148148148147
20,F,African-American,Less than 25,High,Male,4,-1.0,9,1,2.123113425925926
26,F,Caucasian,25 - 45,Medium,Male,3,-1.0,7,1,1.0789467592592592
27,M,Caucasian,25 - 45,High,Male,5,0.0,9,0,1.1922337962962963
25,F,Caucasian,25 - 45,Medium,Male,1,-1.0,5,0,1.1848958333333333
23,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,1,9.073171296296296
38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,1.9969560185185184
27,F,African-American,25 - 45,High,Male,18,0.0,9,1,0.23935185185185184
35,F,Caucasian,25 - 45,Low,Female,0,0.0,3,1,-0.12650462962962963
22,F,Other,Less than 25,High,Male,0,-1.0,9,0,16.048252314814814
58,F,African-American,Greater than 45,Low,Female,4,-14.0,2,1,1.005625
57,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,1,1.8867245370370371
21,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0.7006597222222222
22,F,African-American,Less than 25,High,Female,0,-1.0,8,0,1.0904166666666666
30,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2.833946759259259
30,F,African-American,25 - 45,High,Male,8,-1.0,8,1,1.9256712962962963
31,F,African-American,25 - 45,Medium,Female,10,-1.0,6,0,0.9034375
45,F,Caucasian,Greater than 45,Medium,Female,1,0.0,6,0,1.2777546296296296
39,F,Caucasian,25 - 45,Low,Male,2,-13.0,2,1,4.966273148148148
31,F,African-American,25 - 45,High,Male,0,-1.0,8,1,1.6335300925925926
22,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,1.2280902777777778
27,F,African-American,25 - 45,Medium,Male,13,-1.0,7,1,2.072951388888889
38,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,0.7872337962962963
31,F,African-American,25 - 45,High,Male,23,0.0,10,1,55.1402662037037
47,F,African-American,Greater than 45,High,Male,20,-1.0,9,0,1.6728472222222222
22,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,0.680625
35,M,African-American,25 - 45,High,Male,1,-1.0,9,1,79.72474537037037
23,M,Hispanic,Less than 25,Medium,Male,2,-19.0,6,1,19.28240740740741
65,M,African-American,Greater than 45,Low,Male,2,-18.0,2,1,5.157847222222222
35,M,African-American,25 - 45,Low,Male,0,-1.0,4,0,1.1650810185185185
33,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,1.0966087962962963
53,M,Caucasian,Greater than 45,Low,Male,1,-10.0,1,0,1.0994907407407408
52,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,1.6165856481481482
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0.8983449074074074
37,F,African-American,25 - 45,Low,Male,11,-1.0,4,0,1.8645138888888888
30,M,Other,25 - 45,High,Male,4,-1.0,9,1,0.8887615740740741
54,F,Other,Greater than 45,Low,Male,0,0.0,1,0,-0.1800115740740741
31,M,African-American,25 - 45,Low,Female,0,0.0,1,0,-0.005590277777777777
59,F,Caucasian,Greater than 45,Low,Female,2,26.0,3,0,29.039791666666666
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,1.1014930555555555
36,M,African-American,25 - 45,Medium,Male,0,-1.0,7,1,0.8408680555555555
46,F,African-American,Greater than 45,High,Male,17,-1.0,9,1,6.178483796296296
22,F,African-American,Less than 25,High,Male,3,0.0,9,0,323.1091087962963
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0.9466782407407407
34,F,Caucasian,25 - 45,High,Female,15,-4.0,9,1,3.29119212962963
29,F,Hispanic,25 - 45,High,Male,7,-2.0,9,1,0.6652546296296297
23,M,African-American,Less than 25,High,Male,2,0.0,10,1,80.14851851851851
27,F,African-American,25 - 45,Low,Male,3,-1.0,4,0,0.8621064814814815
21,F,Asian,Less than 25,Medium,Male,0,-1.0,6,1,0.8684722222222222
48,F,Caucasian,Greater than 45,Low,Male,3,-3.0,1,1,0.8451736111111111
31,F,African-American,25 - 45,Medium,Male,5,-1.0,7,0,6.900775462962963
36,M,African-American,25 - 45,Medium,Male,4,-1.0,5,0,2.1255555555555556
44,F,African-American,25 - 45,High,Male,14,-1.0,8,1,1.987488425925926
53,F,Caucasian,Greater than 45,Low,Male,2,-2.0,1,0,0.9929629629629629
33,M,African-American,25 - 45,Low,Male,3,-1.0,2,1,1.9580092592592593
47,F,Caucasian,Greater than 45,Medium,Male,2,0.0,5,1,2.0369560185185187
57,F,African-American,Greater than 45,Medium,Male,20,0.0,7,1,33.22295138888889
28,M,African-American,25 - 45,Low,Male,2,-1.0,4,0,6.052291666666667
24,M,African-American,Less than 25,Medium,Male,1,-1.0,6,0,1.1976041666666666
44,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,1.0327662037037038
46,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,1.0338773148148148
37,F,African-American,25 - 45,Low,Male,6,0.0,3,0,1.1515393518518517
26,M,African-American,25 - 45,Medium,Male,10,-6.0,6,1,5.991886574074074
27,F,African-American,25 - 45,High,Male,10,0.0,8,1,0.22306712962962963
40,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,1.9750810185185186
60,F,Caucasian,Greater than 45,Low,Female,9,0.0,3,1,384.724537037037
53,F,Caucasian,Greater than 45,Low,Male,1,-6.0,1,0,6.290983796296296
28,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,1.0092708333333333
23,M,Hispanic,Less than 25,Low,Male,0,0.0,4,0,0.16859953703703703
46,F,Caucasian,Greater than 45,High,Female,2,-1.0,8,0,19.90652777777778
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,1.0730787037037037
50,F,African-American,Greater than 45,High,Male,18,-1.0,8,1,248.94114583333334
45,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,1.8376851851851852
22,F,African-American,Less than 25,Medium,Male,1,-1.0,5,0,0.8366782407407407
26,F,Caucasian,25 - 45,Low,Male,1,0.0,2,1,16.28002314814815
62,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2.9941087962962962
34,M,Caucasian,25 - 45,Low,Male,0,0.0,1,1,-0.08708333333333333
24,F,Hispanic,Less than 25,High,Male,1,-6.0,10,0,6.022881944444444
21,M,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,1.1187962962962963
25,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,0.9993171296296296
68,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,3.185
21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,0,0.9996759259259259
37,F,Hispanic,25 - 45,Low,Female,1,-1.0,3,0,1.831377314814815
22,F,African-American,Less than 25,High,Male,0,0.0,8,0,0.30261574074074077
42,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0.8187847222222222
22,F,Caucasian,Less than 25,Low,Male,1,-1.0,4,1,1.1593981481481481
45,F,African-American,Greater than 45,Low,Male,0,-1.0,4,1,2.840162037037037
36,F,African-American,25 - 45,High,Female,4,-1.0,10,1,0.8529745370370371
48,F,African-American,Greater than 45,Medium,Male,2,0.0,6,0,1.2438310185185186
23,F,African-American,Less than 25,High,Male,6,-1.0,9,1,8.206597222222221
24,F,African-American,Less than 25,High,Male,0,0.0,8,0,1.2991435185185185
29,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,1.2173148148148147
24,F,African-American,Less than 25,Low,Male,0,-3.0,3,0,0.5668402777777778
50,F,African-American,Greater than 45,High,Male,11,0.0,9,0,2.1285185185185185
34,F,African-American,25 - 45,Medium,Male,10,0.0,7,1,2.252974537037037
23,F,African-American,Less than 25,Low,Male,0,0.0,2,0,0.15079861111111112
22,M,Caucasian,Less than 25,Medium,Female,0,-1.0,5,0,2.030625
36,F,Other,25 - 45,Low,Male,0,-1.0,1,0,7.095405092592593
30,F,Caucasian,25 - 45,Medium,Male,22,-1.0,5,1,3.093425925925926
21,F,African-American,Less than 25,High,Male,0,-1.0,10,1,1.0104282407407408
53,F,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,1.1615393518518518
25,M,African-American,25 - 45,Medium,Male,7,-1.0,5,1,0.8557175925925926
25,M,African-American,25 - 45,High,Female,1,0.0,9,0,0.2247800925925926
71,F,African-American,Greater than 45,Low,Male,8,-1.0,1,0,24.911180555555557
39,M,African-American,25 - 45,High,Male,10,-1.0,9,0,40.783935185185186
37,F,African-American,25 - 45,Medium,Female,0,0.0,5,0,37.15952546296296
20,F,African-American,Less than 25,Medium,Male,0,0.0,5,1,7.8389699074074075
29,F,African-American,25 - 45,Medium,Female,3,-1.0,5,0,0.9466087962962964
22,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,1.3715162037037036
26,F,African-American,25 - 45,Medium,Male,4,-1.0,7,1,83.42770833333333
47,F,African-American,Greater than 45,High,Female,19,-1.0,10,1,30.86611111111111
21,F,Other,Less than 25,Low,Male,1,-1.0,4,1,0.7960648148148148
23,M,Other,Less than 25,High,Female,0,-1.0,10,0,1.267650462962963
20,F,Caucasian,Less than 25,High,Female,1,-1.0,8,1,17.17775462962963
